FAQID,ClubFAQRef,ClubVersion,Question,Answer,Location,Key,Version
1115,424,0,مانده حساب مشتري در فاكتور فروش با مرور حسابها مغايرت دارد، علت چيست؟,در نظر داشته باشيد ارتباط ميان ساير سيستم ها با سيستم حسابداري بصورت يكطرفه است.   بدين معني كه وقتي عملياتي در سيستم فروش ثبت ميشود و سند حسابداري آن بصورت دستي يا اتوماتيك صادر ميگردد، اثر آن در سيستم حسابداري نيز قابل پيگيري است و اين در حاليست كه وقتي ثبتي بصورت دستي در سيستم حسابداري انجام ميشود، اثري بر روي سيستم فروش نخواهد داشت.   بنابراين در صورت بروز چنين مغايرتي ميبايست موارد زير كنترل شود:   1- براي مشتري مورد نظر از سند دستي استفاده نكرده باشيد.   2- براي تمامي عمليات ثبت شده در نقش  مشتري  سند حسابداري صادر شده باشد.   3- دريافت و پرداخت هاي مشتري مورد نظر، با نقش  مشتري  ثبت شده باشند.,مرور حساب‌ها,Accounting/Review,0
1116,272,0,مرور مبلغي انبار و و مرورحسابها با هم مغايرت دارند. علت چيست؟,وجود مغايرت بين سيستم هاي انبار و حسابداري مي تواند ناشي از موارد ذيل باشد : 1- مبلغي بدون اينكه در سيستم انبار ثبت شده باشد بصورت مستقيم در سيستم حسابداري ثبت دستي شده است كه در اين صورت مانده ها متفاوت خواهد بود. 2- براي يكسري از اسناد رسيد، برگشت رسيد، خروج و برگشت خروج انبار سند حسابداري صادر نشده است.,مرور حساب‌ها,Accounting/Review,0
1117,1051,0,مرورعمليات بانكي با مرور حسابها مغايرت دارد. علت چيست ؟,در صورتيكه براي هر يك از عملياتي كه در سيستم  دريافت و پرداخت  ثبت ميشود سند حسابداري نيز صادر شود، آن مانده به سيستم حسابداري هم منتقل ميشود و مانده ها در هر دو سيستم با هم يكي ميشود. اما وجود مغايرت در مانده ها به اين دليل است كه عملياتي در سيستم دريافت و پرداخت ثبت كرده ايد كه سند حسابداري براي آن صادر نشده است، يا اينكه بعضي از عمليات مربوط به دريافت و پرداخت تنها در سيستم حسابداري بصورت دستي ثبت شده است و در نتيجه در سيستم دريافت و پرداخت اعمال نشده است.,مرور حساب‌ها,Accounting/Review,0
1118,949,0,آيا مي توان در مرور حساب ها حساب كل، معين، تفضيل در تب گردش نمايش داده شود ؟,از منوي حسابداري ، از قسمت عمليات مرور حسابها را باز كرده پس از فيلترهاي مورد نظر وارد تب گردش شويد . از پايين فرم انتخاب گرستون را بازكرده و از انتخاب ستون ها ، كل ، كد كل، معين،كد معين، تفضيل ، كدتفضيل را دابل كيك كرده تا به ستون هاي مورد نظر اضافه شود. سپس ميتوانيد از گزارش ، چاپ يا چاپ چند سطري تهيه كنيد .,مرور حساب‌ها,Accounting/Review,0
1119,808,0,بعد از بستن حساب هاي سود و زياني در گزارش مرورحسابها حسابهاي سود و زياني همچنان داراي مانده هستند. علت چيست؟,در فرم مرور حسابها در بالاي صفحه سمت چپ سه گزينه ( افتتاحيه/ اختتاميه/ بستن حسابها) وجود دارد، بعد از بستن حسابهاي سود و زياني مي بايست در فرم مرورحسابها تيك گزينه (بستن حسابها) نيز خورده شود، سپس فرم را يكبار بروزرساني كنيد تا تغييرات اعمال شود و مانده حسابها صفر شود.,مرور حساب‌ها,Accounting/Review,0
1120,2187,0,چرا بعضي از تفصيلي ها  در مرور حسابها نمايش داده نمي شوند؟,در مرور حساب ها تنها تفصيلي هايي قابل مشاهده هستند كه در سيستم داراي گردش باشند، در غير اين صورت حتي با وجود اينكه تعريف شده اند ، نميتوان آن ها را در مرور حساب ها مشاهده كرد.,مرور حساب‌ها,Accounting/Review,0
1121,1759,0,چگونه ميتوان گزارش مرور حساب را بعد از ويرايش سندي بروزرساني كرد؟,در فرم مرورحساب ها ، كليد بروزرساني (در نوار ابزار پايين اولين آيتم از سمت راست) را زده و گزارش را بروز نماييد.,مرور حساب‌ها,Accounting/Review,0
1122,1825,0,در مرور حسابها قسمت جستجوي زير ستون ها حذف شده است. چگونه ميتوان آن را فعال كرد؟,با استفاده از كليد هاي تركيبي Ctrl+F يا آيكون فيلتر (به شكل قيف آبي رنگ ) پايين صفحه مرور حسابها را فعال نماييد.,مرور حساب‌ها,Accounting/Review,0
1123,1822,0,چگونه ميتوان علاوه بر مانده حساب طرف حساب، از  تلفن اصلي  و  آدرس اصلي  طرف حساب نيز گزارش تهيه نمود؟,جهت تهيه گزارش مذكور، مي بايست از مسير ذيل تهيه نمود:   1- از منوي عمودي وارد سيستم  مشتريان و فروش  شده و از قسمت عمليات گزينه  مرور جامع طرف حساب  را انتخاب نمائيد.   2- در صفحه باز شده ميتوان از سربرگ  طرف حساب  گزارش مورد نظر را تهيه نمود.,مرور حساب‌ها,Accounting/Review,0
1124,2451,0,چگونه ميتوان سايز گزارشاتي مانند مرور حسابها و مرور جامع طرف حساب  را تغيير داد؟,تغيير سايز اين گزارشات تنها از راه تغيير رزوليشن سيستم امكان پذير است.,مرور حساب‌ها,Accounting/Review,0
1125,1344,0,چگونه ميتوان از گردش يك حساب خاص در مرور حسابها خروجي اكسل تهيه نمود؟,در فرم مرور حسابها ابتدا حساب مورد نظر را فيلتر كرده، سپس  بالاي فرم تب گردش را انتخاب كرده ، از نوار پايين فرم، گزينه ارسال به اكسل را انتخاب كرده و اكسل مربوطه را ذخيره نماييد.,مرور حساب‌ها,Accounting/Review,0
1126,1308,0,جهت جستجوي سندي ، فقط اطلاعات شرح سند در اختيار است ، چگونه ميتوان سند مورد نظر را جستجو نمود؟,از منوي حسابداري، قسمت عمليات، فرم مرور حسابها را باز كرده، تب گردش را باز كنيد. در ستون شرح، ميتوان در قيمت فيلتر شرح سند را تايپ كنيد. روي سطرهاي نمايش داده شده كليد راست كرده و نمايش سند را انتخاب كنيد.,مرور حساب‌ها,Accounting/Review,0
